n_id_kabko,d_date,n_pm10,n_pm2_5
3,2023-11-03T07:00,34.7,23.7
3,2023-11-03T08:00,39.0,26.7
3,2023-11-03T09:00,46.8,32.1
3,2023-11-03T10:00,45.4,31.0
3,2023-11-03T11:00,43.3,29.2
3,2023-11-03T12:00,37.5,25.0
3,2023-11-03T13:00,32.7,21.7
3,2023-11-03T14:00,30.3,20.1
3,2023-11-03T15:00,29.7,19.8
3,2023-11-03T16:00,28.1,18.9
3,2023-11-03T17:00,24.7,16.8
3,2023-11-03T18:00,23.5,15.9
3,2023-11-03T19:00,23.5,16.0
3,2023-11-03T20:00,23.5,15.9
3,2023-11-03T21:00,23.0,15.8
3,2023-11-03T22:00,23.6,16.2
3,2023-11-03T23:00,27.0,18.7
4,2023-11-03T00:00,96.9,67.5
4,2023-11-03T01:00,99.4,69.4
4,2023-11-03T02:00,111.1,77.3
4,2023-11-03T03:00,111.5,77.5
4,2023-11-03T04:00,110.4,76.8
4,2023-11-03T05:00,116.2,80.8
4,2023-11-03T06:00,115.9,80.6
4,2023-11-03T07:00,119.7,83.1
4,2023-11-03T08:00,122.0,84.8
4,2023-11-03T09:00,129.0,89.6
4,2023-11-03T10:00,111.3,77.3
4,2023-11-03T11:00,119.2,82.9
4,2023-11-03T12:00,130.9,91.0
4,2023-11-03T13:00,143.4,99.9
4,2023-11-03T14:00,158.3,110.4
4,2023-11-03T15:00,151.3,105.7
4,2023-11-03T16:00,138.8,96.9
4,2023-11-03T17:00,130.4,91.0
4,2023-11-03T18:00,126.2,88.0
4,2023-11-03T19:00,123.4,86.1
4,2023-11-03T20:00,118.0,82.4
4,2023-11-03T21:00,111.1,77.5
4,2023-11-03T22:00,106.6,74.5
4,2023-11-03T23:00,111.3,77.8
5,2023-11-03T00:00,21.1,14.1
5,2023-11-03T01:00,17.5,11.2
5,2023-11-03T02:00,16.4,10.5
5,2023-11-03T03:00,16.1,10.4
5,2023-11-03T04:00,16.9,11.1
5,2023-11-03T05:00,18.9,12.6
5,2023-11-03T06:00,21.7,14.5
5,2023-11-03T07:00,25.1,16.9
5,2023-11-03T08:00,30.5,20.4
5,2023-11-03T09:00,32.9,22.0
5,2023-11-03T10:00,32.4,21.7
5,2023-11-03T11:00,35.7,24.3
5,2023-11-03T12:00,43.3,29.7
5,2023-11-03T13:00,41.4,28.7
5,2023-11-03T14:00,38.1,26.4
5,2023-11-03T15:00,37.3,25.9
5,2023-11-03T16:00,32.0,22.2
5,2023-11-03T17:00,28.7,20.0
5,2023-11-03T18:00,27.4,19.0
5,2023-11-03T19:00,25.9,18.0
5,2023-11-03T20:00,24.4,16.9
5,2023-11-03T21:00,24.2,16.8
5,2023-11-03T22:00,23.7,16.5
5,2023-11-03T23:00,27.5,19.2
6,2023-11-03T00:00,21.1,14.1
6,2023-11-03T01:00,17.5,11.2
6,2023-11-03T02:00,16.4,10.5
6,2023-11-03T03:00,16.1,10.4
6,2023-11-03T04:00,16.9,11.1
6,2023-11-03T05:00,18.9,12.6
6,2023-11-03T06:00,21.7,14.5
6,2023-11-03T07:00,25.1,16.9
6,2023-11-03T08:00,30.5,20.4
6,2023-11-03T09:00,32.9,22.0
6,2023-11-03T10:00,32.4,21.7
6,2023-11-03T11:00,35.7,24.3
6,2023-11-03T12:00,43.3,29.7
6,2023-11-03T13:00,41.4,28.7
6,2023-11-03T14:00,38.1,26.4
6,2023-11-03T15:00,37.3,25.9
6,2023-11-03T16:00,32.0,22.2
6,2023-11-03T17:00,28.7,20.0
6,2023-11-03T18:00,27.4,19.0
6,2023-11-03T19:00,25.9,18.0
6,2023-11-03T20:00,24.4,16.9
6,2023-11-03T21:00,24.2,16.8
6,2023-11-03T22:00,23.7,16.5
6,2023-11-03T23:00,27.5,19.2
7,2023-11-03T00:00,96.9,67.5
7,2023-11-03T01:00,99.4,69.4
7,2023-11-03T02:00,111.1,77.3
7,2023-11-03T03:00,111.5,77.5
7,2023-11-03T04:00,110.4,76.8
7,2023-11-03T05:00,116.2,80.8
7,2023-11-03T06:00,115.9,80.6
7,2023-11-03T07:00,119.7,83.1
7,2023-11-03T08:00,122.0,84.8
7,2023-11-03T09:00,129.0,89.6
7,2023-11-03T10:00,111.3,77.3
7,2023-11-03T11:00,119.2,82.9
7,2023-11-03T12:00,130.9,91.0
7,2023-11-03T13:00,143.4,99.9
7,2023-11-03T14:00,158.3,110.4
7,2023-11-03T15:00,151.3,105.7
7,2023-11-03T16:00,138.8,96.9
7,2023-11-03T17:00,130.4,91.0
7,2023-11-03T18:00,126.2,88.0
7,2023-11-03T19:00,123.4,86.1
7,2023-11-03T20:00,118.0,82.4
7,2023-11-03T21:00,111.1,77.5
7,2023-11-03T22:00,106.6,74.5
7,2023-11-03T23:00,111.3,77.8
8,2023-11-03T00:00,31.7,21.9
8,2023-11-03T01:00,29.0,19.8
8,2023-11-03T02:00,36.6,25.1
8,2023-11-03T03:00,47.1,32.6
8,2023-11-03T04:00,56.3,39.1
8,2023-11-03T05:00,61.5,42.7
8,2023-11-03T06:00,67.5,46.9
8,2023-11-03T07:00,85.7,59.5
8,2023-11-03T08:00,77.5,54.0
8,2023-11-03T09:00,68.9,48.1
8,2023-11-03T10:00,59.1,41.3
8,2023-11-03T11:00,56.9,39.7
8,2023-11-03T12:00,50.5,35.4
8,2023-11-03T13:00,45.8,32.0
8,2023-11-03T14:00,50.4,35.3
8,2023-11-03T15:00,55.6,39.0
8,2023-11-03T16:00,51.9,36.3
8,2023-11-03T17:00,47.7,33.4
8,2023-11-03T18:00,45.8,32.0
8,2023-11-03T19:00,46.0,32.1
8,2023-11-03T20:00,47.7,33.4
8,2023-11-03T21:00,49.0,34.3
8,2023-11-03T22:00,51.8,36.2
8,2023-11-03T23:00,65.9,46.1
9,2023-11-03T00:00,33.4,22.4
9,2023-11-03T01:00,36.3,24.5
9,2023-11-03T02:00,42.5,29.0
9,2023-11-03T03:00,47.6,32.7
9,2023-11-03T04:00,47.3,32.6
9,2023-11-03T05:00,43.4,29.9
9,2023-11-03T06:00,36.0,24.7
9,2023-11-03T07:00,29.2,20.0
9,2023-11-03T08:00,27.8,18.9
9,2023-11-03T09:00,27.8,18.9
9,2023-11-03T10:00,30.4,20.8
9,2023-11-03T11:00,35.0,24.2
9,2023-11-03T12:00,39.0,27.0
9,2023-11-03T13:00,43.8,30.4
9,2023-11-03T14:00,43.9,30.4
9,2023-11-03T15:00,45.4,31.4
9,2023-11-03T16:00,48.7,33.8
9,2023-11-03T17:00,49.0,34.0
9,2023-11-03T18:00,49.5,34.3
9,2023-11-03T19:00,50.9,35.4
9,2023-11-03T20:00,52.0,36.2
9,2023-11-03T21:00,53.8,37.5
9,2023-11-03T22:00,58.9,41.0
9,2023-11-03T23:00,64.3,44.7
10,2023-11-03T00:00,22.2,14.7
10,2023-11-03T01:00,17.2,11.3
10,2023-11-03T02:00,15.0,9.9
10,2023-11-03T03:00,15.8,10.4
10,2023-11-03T04:00,19.2,12.8
10,2023-11-03T05:00,25.0,16.9
10,2023-11-03T06:00,30.3,20.4
10,2023-11-03T07:00,32.9,22.1
10,2023-11-03T08:00,33.1,22.1
10,2023-11-03T09:00,32.4,21.4
10,2023-11-03T10:00,34.9,23.1
10,2023-11-03T11:00,38.8,25.7
10,2023-11-03T12:00,40.6,27.1
10,2023-11-03T13:00,40.0,26.6
10,2023-11-03T14:00,40.5,26.9
10,2023-11-03T15:00,43.5,28.8
10,2023-11-03T16:00,47.7,31.7
10,2023-11-03T17:00,48.0,31.9
10,2023-11-03T18:00,48.1,32.0
10,2023-11-03T19:00,50.6,34.0
10,2023-11-03T20:00,54.5,36.9
10,2023-11-03T21:00,56.8,38.8
10,2023-11-03T22:00,56.0,38.4
10,2023-11-03T23:00,50.8,34.5
11,2023-11-03T00:00,29.2,20.1
11,2023-11-03T01:00,22.6,15.3
11,2023-11-03T02:00,21.6,14.5
11,2023-11-03T03:00,21.9,14.8
11,2023-11-03T04:00,22.4,15.1
11,2023-11-03T05:00,21.8,14.8
11,2023-11-03T06:00,24.4,16.5
11,2023-11-03T07:00,26.0,17.5
11,2023-11-03T08:00,24.4,16.4
11,2023-11-03T09:00,24.4,16.2
11,2023-11-03T10:00,28.1,19.0
11,2023-11-03T11:00,31.1,21.3
11,2023-11-03T12:00,29.0,19.9
11,2023-11-03T13:00,26.1,17.9
11,2023-11-03T14:00,26.1,17.9
11,2023-11-03T15:00,21.7,15.0
11,2023-11-03T16:00,19.1,13.2
11,2023-11-03T17:00,18.3,12.7
11,2023-11-03T18:00,18.9,13.1
11,2023-11-03T19:00,17.3,12.0
11,2023-11-03T20:00,12.6,8.8
11,2023-11-03T21:00,14.3,9.9
11,2023-11-03T22:00,18.0,12.5
11,2023-11-03T23:00,20.1,14.0
12,2023-11-03T00:00,26.5,18.0
12,2023-11-03T01:00,23.1,15.4
12,2023-11-03T02:00,21.4,14.2
12,2023-11-03T03:00,21.1,13.9
12,2023-11-03T04:00,20.5,13.5
12,2023-11-03T05:00,19.6,12.9
12,2023-11-03T06:00,18.2,12.0
12,2023-11-03T07:00,17.4,11.4
12,2023-11-03T08:00,17.4,11.6
12,2023-11-03T09:00,18.1,12.2
12,2023-11-03T10:00,20.2,13.7
12,2023-11-03T11:00,20.9,14.4
12,2023-11-03T12:00,23.6,16.2
12,2023-11-03T13:00,22.0,15.1
12,2023-11-03T14:00,17.2,11.8
12,2023-11-03T15:00,15.9,10.9
12,2023-11-03T16:00,13.8,9.5
12,2023-11-03T17:00,12.6,8.7
12,2023-11-03T18:00,9.9,6.8
12,2023-11-03T19:00,9.6,6.6
12,2023-11-03T20:00,9.8,6.7
12,2023-11-03T21:00,10.7,7.4
12,2023-11-03T22:00,12.5,8.6
12,2023-11-03T23:00,16.5,11.5
