n_id_kabko,d_date,n_pm10,n_pm2_5
4,2023-11-05T00:00,96.9,67.5
4,2023-11-05T01:00,94.5,65.9
4,2023-11-05T02:00,87.3,60.8
4,2023-11-05T03:00,91.0,63.3
4,2023-11-05T04:00,99.0,68.7
4,2023-11-05T05:00,102.7,71.0
4,2023-11-05T06:00,93.6,64.7
4,2023-11-05T07:00,90.1,61.9
4,2023-11-05T08:00,84.1,57.6
4,2023-11-05T09:00,87.3,59.8
4,2023-11-05T10:00,90.1,61.9
4,2023-11-05T11:00,108.3,74.7
4,2023-11-05T12:00,155.5,107.8
4,2023-11-05T13:00,183.9,127.6
4,2023-11-05T14:00,206.8,143.9
4,2023-11-05T15:00,216.5,150.4
4,2023-11-05T16:00,207.7,144.8
4,2023-11-05T17:00,191.4,133.6
4,2023-11-05T18:00,176.5,123.4
4,2023-11-05T19:00,164.4,114.8
4,2023-11-05T20:00,152.3,106.4
4,2023-11-05T21:00,140.6,98.3
4,2023-11-05T22:00,132.2,92.4
4,2023-11-05T23:00,140.6,98.3
5,2023-11-05T00:00,29.7,20.3
5,2023-11-05T01:00,24.4,16.2
5,2023-11-05T02:00,23.6,15.7
5,2023-11-05T03:00,25.0,16.6
5,2023-11-05T04:00,25.8,17.3
5,2023-11-05T05:00,26.4,17.8
5,2023-11-05T06:00,28.2,19.2
5,2023-11-05T07:00,31.5,21.5
5,2023-11-05T08:00,36.2,24.6
5,2023-11-05T09:00,38.4,26.0
5,2023-11-05T10:00,41.3,27.9
5,2023-11-05T11:00,53.4,36.3
5,2023-11-05T12:00,66.1,45.2
5,2023-11-05T13:00,73.8,50.8
5,2023-11-05T14:00,78.7,54.2
5,2023-11-05T15:00,84.3,58.3
5,2023-11-05T16:00,78.5,54.4
5,2023-11-05T17:00,68.5,47.5
5,2023-11-05T18:00,59.8,41.6
5,2023-11-05T19:00,55.3,38.5
5,2023-11-05T20:00,49.8,34.8
5,2023-11-05T21:00,43.1,30.0
5,2023-11-05T22:00,38.3,26.8
5,2023-11-05T23:00,39.9,28.0
6,2023-11-05T00:00,29.7,20.3
6,2023-11-05T01:00,24.4,16.2
6,2023-11-05T02:00,23.6,15.7
6,2023-11-05T03:00,25.0,16.6
6,2023-11-05T04:00,25.8,17.3
6,2023-11-05T05:00,26.4,17.8
6,2023-11-05T06:00,28.2,19.2
6,2023-11-05T07:00,31.5,21.5
6,2023-11-05T08:00,36.2,24.6
6,2023-11-05T09:00,38.4,26.0
6,2023-11-05T10:00,41.3,27.9
6,2023-11-05T11:00,53.4,36.3
6,2023-11-05T12:00,66.1,45.2
6,2023-11-05T13:00,73.8,50.8
6,2023-11-05T14:00,78.7,54.2
6,2023-11-05T15:00,84.3,58.3
6,2023-11-05T16:00,78.5,54.4
6,2023-11-05T17:00,68.5,47.5
6,2023-11-05T18:00,59.8,41.6
6,2023-11-05T19:00,55.3,38.5
6,2023-11-05T20:00,49.8,34.8
6,2023-11-05T21:00,43.1,30.0
6,2023-11-05T22:00,38.3,26.8
6,2023-11-05T23:00,39.9,28.0
7,2023-11-05T00:00,96.9,67.5
7,2023-11-05T01:00,94.5,65.9
7,2023-11-05T02:00,87.3,60.8
7,2023-11-05T03:00,91.0,63.3
7,2023-11-05T04:00,99.0,68.7
7,2023-11-05T05:00,102.7,71.0
7,2023-11-05T06:00,93.6,64.7
7,2023-11-05T07:00,90.1,61.9
7,2023-11-05T08:00,84.1,57.6
7,2023-11-05T09:00,87.3,59.8
7,2023-11-05T10:00,90.1,61.9
7,2023-11-05T11:00,108.3,74.7
7,2023-11-05T12:00,155.5,107.8
7,2023-11-05T13:00,183.9,127.6
7,2023-11-05T14:00,206.8,143.9
7,2023-11-05T15:00,216.5,150.4
7,2023-11-05T16:00,207.7,144.8
7,2023-11-05T17:00,191.4,133.6
7,2023-11-05T18:00,176.5,123.4
7,2023-11-05T19:00,164.4,114.8
7,2023-11-05T20:00,152.3,106.4
7,2023-11-05T21:00,140.6,98.3
7,2023-11-05T22:00,132.2,92.4
7,2023-11-05T23:00,140.6,98.3
8,2023-11-05T00:00,37.0,25.4
8,2023-11-05T01:00,29.9,20.3
8,2023-11-05T02:00,32.8,22.3
8,2023-11-05T03:00,38.0,25.9
8,2023-11-05T04:00,36.6,25.1
8,2023-11-05T05:00,38.0,26.1
8,2023-11-05T06:00,37.5,25.9
8,2023-11-05T07:00,40.3,27.8
8,2023-11-05T08:00,49.0,33.9
8,2023-11-05T09:00,55.9,38.6
8,2023-11-05T10:00,65.4,45.3
8,2023-11-05T11:00,88.0,61.0
8,2023-11-05T12:00,107.6,74.5
8,2023-11-05T13:00,121.5,84.5
8,2023-11-05T14:00,113.4,79.2
8,2023-11-05T15:00,106.9,74.7
8,2023-11-05T16:00,96.4,67.5
8,2023-11-05T17:00,87.3,61.0
8,2023-11-05T18:00,75.7,53.1
8,2023-11-05T19:00,64.5,45.2
8,2023-11-05T20:00,52.7,36.9
8,2023-11-05T21:00,41.8,29.3
8,2023-11-05T22:00,35.4,24.7
8,2023-11-05T23:00,32.6,22.7
9,2023-11-05T00:00,40.3,27.6
9,2023-11-05T01:00,41.0,28.1
9,2023-11-05T02:00,42.3,29.0
9,2023-11-05T03:00,42.7,29.2
9,2023-11-05T04:00,41.1,28.1
9,2023-11-05T05:00,35.9,24.4
9,2023-11-05T06:00,31.0,21.0
9,2023-11-05T07:00,27.6,18.6
9,2023-11-05T08:00,25.4,17.1
9,2023-11-05T09:00,24.5,16.4
9,2023-11-05T10:00,25.4,17.1
9,2023-11-05T11:00,30.2,20.4
9,2023-11-05T12:00,34.2,23.2
9,2023-11-05T13:00,39.6,27.0
9,2023-11-05T14:00,47.6,32.6
9,2023-11-05T15:00,55.2,38.0
9,2023-11-05T16:00,61.0,42.0
9,2023-11-05T17:00,67.5,46.6
9,2023-11-05T18:00,72.4,49.9
9,2023-11-05T19:00,75.9,52.4
9,2023-11-05T20:00,77.5,53.6
9,2023-11-05T21:00,78.0,53.9
9,2023-11-05T22:00,79.9,55.3
9,2023-11-05T23:00,91.7,63.6
10,2023-11-05T00:00,55.2,37.6
10,2023-11-05T01:00,52.3,35.6
10,2023-11-05T02:00,48.7,33.3
10,2023-11-05T03:00,45.4,31.1
10,2023-11-05T04:00,43.9,30.0
10,2023-11-05T05:00,43.9,30.0
10,2023-11-05T06:00,43.3,29.5
10,2023-11-05T07:00,40.0,27.1
10,2023-11-05T08:00,36.9,24.4
10,2023-11-05T09:00,36.9,24.2
10,2023-11-05T10:00,37.4,24.3
10,2023-11-05T11:00,36.2,23.4
10,2023-11-05T12:00,34.3,22.0
10,2023-11-05T13:00,32.9,21.0
10,2023-11-05T14:00,31.9,20.2
10,2023-11-05T15:00,30.7,19.4
10,2023-11-05T16:00,29.5,18.6
10,2023-11-05T17:00,28.5,17.9
10,2023-11-05T18:00,27.9,17.5
10,2023-11-05T19:00,27.9,17.5
10,2023-11-05T20:00,27.6,17.3
10,2023-11-05T21:00,28.3,17.9
10,2023-11-05T22:00,31.7,20.4
10,2023-11-05T23:00,36.7,23.9
11,2023-11-05T00:00,33.8,23.5
11,2023-11-05T01:00,25.5,17.5
11,2023-11-05T02:00,22.6,15.5
11,2023-11-05T03:00,21.2,14.5
11,2023-11-05T04:00,19.2,13.1
11,2023-11-05T05:00,18.5,12.6
11,2023-11-05T06:00,18.1,12.4
11,2023-11-05T07:00,16.1,11.1
11,2023-11-05T08:00,13.5,9.2
11,2023-11-05T09:00,14.1,9.6
11,2023-11-05T10:00,17.1,11.7
11,2023-11-05T11:00,22.4,15.5
11,2023-11-05T12:00,22.9,15.8
11,2023-11-05T13:00,27.5,19.0
11,2023-11-05T14:00,32.2,22.4
11,2023-11-05T15:00,34.8,24.2
11,2023-11-05T16:00,35.3,24.4
11,2023-11-05T17:00,35.3,24.4
11,2023-11-05T18:00,33.8,23.4
11,2023-11-05T19:00,33.2,22.9
11,2023-11-05T20:00,34.0,23.5
11,2023-11-05T21:00,34.9,24.1
11,2023-11-05T22:00,36.9,25.5
11,2023-11-05T23:00,35.0,24.1
12,2023-11-05T00:00,16.4,11.3
12,2023-11-05T01:00,14.6,10.0
12,2023-11-05T02:00,14.3,9.8
12,2023-11-05T03:00,13.7,9.4
12,2023-11-05T04:00,13.6,9.3
12,2023-11-05T05:00,14.1,9.6
12,2023-11-05T06:00,13.8,9.3
12,2023-11-05T07:00,12.7,8.6
12,2023-11-05T08:00,12.7,8.6
12,2023-11-05T09:00,14.1,9.6
12,2023-11-05T10:00,11.1,7.6
12,2023-11-05T11:00,9.5,6.5
12,2023-11-05T12:00,12.6,8.8
12,2023-11-05T13:00,11.5,8.0
12,2023-11-05T14:00,16.1,11.2
12,2023-11-05T15:00,17.1,11.9
12,2023-11-05T16:00,16.7,11.7
12,2023-11-05T17:00,16.1,11.3
12,2023-11-05T18:00,15.8,11.0
12,2023-11-05T19:00,15.4,10.7
12,2023-11-05T20:00,15.0,10.4
12,2023-11-05T21:00,14.6,10.1
12,2023-11-05T22:00,15.6,10.8
12,2023-11-05T23:00,19.4,13.5
