n_id_kabko,d_date,n_temperature_2m,n_relativehumidity_2m,n_visibility,n_uv_index
4,2023-11-05T14:00,26.3,83,8360.0,0.0
4,2023-11-05T15:00,25.9,84,8200.0,0.0
4,2023-11-05T16:00,25.6,85,24140.0,0.0
4,2023-11-05T17:00,25.3,85,24140.0,0.0
4,2023-11-05T18:00,25.1,86,24140.0,0.0
4,2023-11-05T19:00,24.9,88,24140.0,0.0
4,2023-11-05T20:00,24.7,89,24140.0,0.0
4,2023-11-05T21:00,24.6,90,24140.0,0.0
4,2023-11-05T22:00,24.5,91,24140.0,0.0
4,2023-11-05T23:00,24.5,91,24140.0,0.1
5,2023-11-05T00:00,27.4,86,24140.0,1.25
5,2023-11-05T01:00,28.8,76,24140.0,3.25
5,2023-11-05T02:00,30.5,68,24140.0,5.3
5,2023-11-05T03:00,32.0,61,24140.0,7.15
5,2023-11-05T04:00,33.0,59,24140.0,8.4
5,2023-11-05T05:00,33.9,54,24140.0,9.1
5,2023-11-05T06:00,34.4,52,24140.0,8.9
5,2023-11-05T07:00,34.2,52,24140.0,7.65
5,2023-11-05T08:00,33.6,54,24140.0,5.65
5,2023-11-05T09:00,32.6,57,24140.0,3.35
5,2023-11-05T10:00,31.2,64,24140.0,1.3
5,2023-11-05T11:00,29.7,71,24140.0,0.15
5,2023-11-05T12:00,28.9,76,24140.0,0.0
5,2023-11-05T13:00,28.4,80,24140.0,0.0
5,2023-11-05T14:00,28.0,83,24140.0,0.0
5,2023-11-05T15:00,27.8,82,24140.0,0.0
5,2023-11-05T16:00,27.5,82,24140.0,0.0
5,2023-11-05T17:00,27.3,83,24140.0,0.0
5,2023-11-05T18:00,26.5,86,24140.0,0.0
5,2023-11-05T19:00,25.8,91,24140.0,0.0
5,2023-11-05T20:00,25.6,92,24140.0,0.0
5,2023-11-05T21:00,25.4,92,24140.0,0.0
5,2023-11-05T22:00,25.3,91,24140.0,0.0
5,2023-11-05T23:00,25.5,89,24140.0,0.15
6,2023-11-05T00:00,26.9,86,24140.0,1.2
6,2023-11-05T01:00,28.8,75,24140.0,3.1
6,2023-11-05T02:00,30.4,68,24140.0,5.35
6,2023-11-05T03:00,31.8,61,24140.0,7.25
6,2023-11-05T04:00,33.3,55,22480.0,7.5
6,2023-11-05T05:00,33.7,54,24140.0,4.4
6,2023-11-05T06:00,34.4,51,22460.0,5.2
6,2023-11-05T07:00,34.4,50,22420.0,6.65
6,2023-11-05T08:00,34.0,50,22400.0,3.65
6,2023-11-05T09:00,33.2,52,22400.0,2.5
6,2023-11-05T10:00,31.8,56,22560.0,1.05
6,2023-11-05T11:00,29.7,66,23940.0,0.1
6,2023-11-05T12:00,28.4,73,23500.0,0.0
6,2023-11-05T13:00,27.6,76,24080.0,0.0
6,2023-11-05T14:00,27.2,78,24140.0,0.0
6,2023-11-05T15:00,26.9,81,24140.0,0.0
6,2023-11-05T16:00,26.5,83,24140.0,0.0
6,2023-11-05T17:00,25.7,87,24140.0,0.0
6,2023-11-05T18:00,25.2,88,24140.0,0.0
6,2023-11-05T19:00,24.9,88,24140.0,0.0
6,2023-11-05T20:00,24.8,86,24140.0,0.0
6,2023-11-05T21:00,24.7,85,24140.0,0.0
6,2023-11-05T22:00,24.4,86,24140.0,0.0
6,2023-11-05T23:00,24.8,84,24140.0,0.15
7,2023-11-05T00:00,26.3,89,24140.0,1.1
7,2023-11-05T01:00,27.4,83,24140.0,2.9
7,2023-11-05T02:00,28.8,76,24140.0,5.15
7,2023-11-05T03:00,30.2,71,22780.0,6.95
7,2023-11-05T04:00,31.6,64,23940.0,8.05
7,2023-11-05T05:00,32.4,60,23200.0,7.6
7,2023-11-05T06:00,33.3,60,21200.0,3.05
7,2023-11-05T07:00,32.6,64,24140.0,2.15
7,2023-11-05T08:00,31.9,66,24140.0,2.3
7,2023-11-05T09:00,30.8,70,24140.0,2.5
7,2023-11-05T10:00,30.4,73,24140.0,1.0
7,2023-11-05T11:00,29.1,76,24140.0,0.1
7,2023-11-05T12:00,28.1,81,6680.0,0.0
7,2023-11-05T13:00,27.4,84,7440.0,0.0
7,2023-11-05T14:00,27.0,85,9080.0,0.0
7,2023-11-05T15:00,26.8,86,24140.0,0.0
7,2023-11-05T16:00,26.6,87,24140.0,0.0
7,2023-11-05T17:00,26.3,88,24140.0,0.0
7,2023-11-05T18:00,26.0,89,24140.0,0.0
7,2023-11-05T19:00,25.8,89,24140.0,0.0
7,2023-11-05T20:00,25.5,90,24140.0,0.0
7,2023-11-05T21:00,25.3,91,24140.0,0.0
7,2023-11-05T22:00,25.2,92,24140.0,0.0
7,2023-11-05T23:00,25.3,92,24140.0,0.1
8,2023-11-05T00:00,25.9,81,24140.0,1.6
8,2023-11-05T01:00,27.1,77,23640.0,3.75
8,2023-11-05T02:00,28.0,72,17040.0,6.0
8,2023-11-05T03:00,29.1,66,5540.0,7.85
8,2023-11-05T04:00,30.2,59,6280.0,9.15
8,2023-11-05T05:00,31.2,55,11760.0,9.45
8,2023-11-05T06:00,31.9,52,6860.0,8.9
8,2023-11-05T07:00,31.9,50,23960.0,4.15
8,2023-11-05T08:00,31.2,52,23680.0,1.4
8,2023-11-05T09:00,29.9,59,23040.0,0.55
8,2023-11-05T10:00,28.8,67,24140.0,0.55
8,2023-11-05T11:00,27.3,77,24140.0,0.1
8,2023-11-05T12:00,26.4,84,24140.0,0.0
8,2023-11-05T13:00,25.7,88,22520.0,0.0
8,2023-11-05T14:00,25.3,89,24140.0,0.0
8,2023-11-05T15:00,25.1,87,24140.0,0.0
8,2023-11-05T16:00,24.9,86,24140.0,0.0
8,2023-11-05T17:00,24.6,86,24140.0,0.0
8,2023-11-05T18:00,24.1,87,24140.0,0.0
8,2023-11-05T19:00,23.8,88,24140.0,0.0
8,2023-11-05T20:00,23.6,90,24140.0,0.0
8,2023-11-05T21:00,23.3,91,24140.0,0.0
8,2023-11-05T22:00,23.0,91,24140.0,0.0
8,2023-11-05T23:00,23.7,87,24140.0,0.25
9,2023-11-05T00:00,28.8,77,24140.0,1.85
9,2023-11-05T01:00,29.8,71,24140.0,4.05
9,2023-11-05T02:00,30.8,67,24140.0,6.3
9,2023-11-05T03:00,31.6,62,24140.0,8.1
9,2023-11-05T04:00,32.3,58,24140.0,9.2
9,2023-11-05T05:00,32.6,57,24140.0,9.2
9,2023-11-05T06:00,32.6,57,24140.0,8.25
9,2023-11-05T07:00,32.8,55,24140.0,7.15
9,2023-11-05T08:00,32.9,53,24140.0,5.05
9,2023-11-05T09:00,32.5,54,24140.0,2.75
9,2023-11-05T10:00,31.9,59,24140.0,0.85
9,2023-11-05T11:00,30.8,67,24140.0,0.05
9,2023-11-05T12:00,29.8,74,24140.0,0.0
9,2023-11-05T13:00,29.2,78,24140.0,0.0
9,2023-11-05T14:00,28.9,80,24140.0,0.0
9,2023-11-05T15:00,28.6,83,24140.0,0.0
9,2023-11-05T16:00,28.4,84,24140.0,0.0
9,2023-11-05T17:00,28.5,80,24140.0,0.0
9,2023-11-05T18:00,28.4,79,24140.0,0.0
9,2023-11-05T19:00,28.3,78,24140.0,0.0
9,2023-11-05T20:00,28.2,79,24140.0,0.0
9,2023-11-05T21:00,28.2,79,24140.0,0.0
9,2023-11-05T22:00,28.0,79,24140.0,0.0
9,2023-11-05T23:00,28.0,79,24140.0,0.35
10,2023-11-05T00:00,26.7,75,24140.0,2.75
10,2023-11-05T01:00,28.7,66,24140.0,5.1
10,2023-11-05T02:00,30.6,56,24140.0,7.2
10,2023-11-05T03:00,31.9,53,24140.0,8.75
10,2023-11-05T04:00,31.9,57,24140.0,9.5
10,2023-11-05T05:00,31.0,63,24140.0,9.4
10,2023-11-05T06:00,30.4,65,24140.0,8.3
10,2023-11-05T07:00,29.7,66,24140.0,6.55
10,2023-11-05T08:00,29.2,68,24140.0,4.3
10,2023-11-05T09:00,28.0,74,24140.0,2.0
10,2023-11-05T10:00,26.5,84,24140.0,0.4
10,2023-11-05T11:00,25.9,89,24140.0,0.0
10,2023-11-05T12:00,25.3,91,24140.0,0.0
10,2023-11-05T13:00,25.3,91,24140.0,0.0
10,2023-11-05T14:00,25.3,87,24140.0,0.0
10,2023-11-05T15:00,24.8,82,24140.0,0.0
10,2023-11-05T16:00,24.1,80,24140.0,0.0
10,2023-11-05T17:00,23.3,79,24140.0,0.0
10,2023-11-05T18:00,22.8,78,24140.0,0.0
10,2023-11-05T19:00,22.6,79,24140.0,0.0
10,2023-11-05T20:00,22.3,81,24140.0,0.0
10,2023-11-05T21:00,22.1,83,24140.0,0.0
10,2023-11-05T22:00,21.9,85,24140.0,0.05
10,2023-11-05T23:00,24.3,77,24140.0,0.85
11,2023-11-05T00:00,26.8,88,24140.0,1.95
11,2023-11-05T01:00,28.9,80,24140.0,4.2
11,2023-11-05T02:00,30.6,69,24140.0,6.35
11,2023-11-05T03:00,32.0,61,24140.0,8.15
11,2023-11-05T04:00,33.1,56,24140.0,9.15
11,2023-11-05T05:00,33.9,53,18500.0,9.15
11,2023-11-05T06:00,34.0,53,24140.0,7.35
11,2023-11-05T07:00,33.3,55,24140.0,1.95
11,2023-11-05T08:00,32.0,62,24140.0,2.05
11,2023-11-05T09:00,29.8,74,24140.0,0.95
11,2023-11-05T10:00,29.3,75,24140.0,0.35
11,2023-11-05T11:00,28.1,81,24140.0,0.0
11,2023-11-05T12:00,27.5,85,24140.0,0.0
11,2023-11-05T13:00,27.1,87,24140.0,0.0
11,2023-11-05T14:00,26.8,88,24140.0,0.0
11,2023-11-05T15:00,26.6,89,24140.0,0.0
11,2023-11-05T16:00,26.4,89,24140.0,0.0
11,2023-11-05T17:00,26.2,90,24140.0,0.0
11,2023-11-05T18:00,25.9,91,24140.0,0.0
11,2023-11-05T19:00,25.6,92,24140.0,0.0
11,2023-11-05T20:00,25.4,92,24140.0,0.0
11,2023-11-05T21:00,25.2,93,24140.0,0.0
11,2023-11-05T22:00,25.1,93,24140.0,0.0
11,2023-11-05T23:00,25.9,91,24140.0,0.4
12,2023-11-05T00:00,28.9,71,24140.0,2.45
12,2023-11-05T01:00,30.9,64,24140.0,4.65
12,2023-11-05T02:00,32.4,58,24140.0,7.0
12,2023-11-05T03:00,34.0,52,24140.0,8.55
12,2023-11-05T04:00,35.4,47,24140.0,9.2
12,2023-11-05T05:00,35.1,47,24140.0,8.95
12,2023-11-05T06:00,34.5,50,24140.0,7.65
12,2023-11-05T07:00,33.2,55,24140.0,5.85
12,2023-11-05T08:00,32.0,61,24140.0,3.75
12,2023-11-05T09:00,30.4,68,24140.0,1.55
12,2023-11-05T10:00,29.0,75,24140.0,0.2
12,2023-11-05T11:00,27.8,82,24140.0,0.0
12,2023-11-05T12:00,26.7,88,24140.0,0.0
12,2023-11-05T13:00,26.1,92,24140.0,0.0
12,2023-11-05T14:00,25.6,94,24140.0,0.0
12,2023-11-05T15:00,25.3,94,24140.0,0.0
12,2023-11-05T16:00,25.2,93,24140.0,0.0
12,2023-11-05T17:00,25.0,92,24140.0,0.0
12,2023-11-05T18:00,24.4,93,24140.0,0.0
12,2023-11-05T19:00,23.3,96,24140.0,0.0
12,2023-11-05T20:00,22.5,97,24140.0,0.0
12,2023-11-05T21:00,22.1,97,24140.0,0.0
12,2023-11-05T22:00,21.8,97,24140.0,0.0
12,2023-11-05T23:00,24.5,89,24140.0,0.75
